ids_series_id,ids_series_name
DT.NFL.DPPG.CD,"Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)"
DT.NFL.DSTC.CD,"Net flows on external debt, short-term (NFL, current US$)"
DT.NFL.IMFC.CD,"Net financial flows, IMF concessional (NFL, current US$)"
DT.NFL.IMFN.CD,"Net financial flows, IMF nonconcessional (NFL, current US$)"
DT.NFL.MIBR.CD,"Net financial flows, IBRD (NFL, current US$)"
DT.NFL.MIDA.CD,"Net financial flows, IDA (NFL, current US$)"
DT.NFL.MLAT.CB.CD,"CB, multilateral (NFL, current US$)"
DT.NFL.MLAT.CD,"Net financial flows, multilateral (NFL, current US$)"
DT.NFL.MLAT.GG.CD,"GG, multilateral (NFL, current US$)"
DT.NFL.MLAT.OPS.CD,"OPS, multilateral (NFL, current US$)"
DT.NFL.MLAT.PRVG.CD,"PRVG, multilateral (NFL, current US$)"
DT.NFL.MLAT.PS.CD,"PS, multilateral (NFL, current US$)"
DT.NFL.MLTC.CB.CD,"CB, multilateral concessional (NFL, current US$)"
DT.NFL.MLTC.CD,"PPG, multilateral concessional (NFL, current US$)"
DT.NFL.MLTC.GG.CD,"GG, multilateral concessional (NFL, current US$)"
DT.NFL.MLTC.OPS.CD,"OPS, multilateral concessional (NFL, current US$)"
DT.NFL.MLTC.PRVG.CD,"PRVG, multilateral concessional (NFL, current US$)"
DT.NFL.MLTC.PS.CD,"PS, multilateral concessional (NFL, current US$)"
DT.NFL.MOTH.CD,"Net financial flows, others (NFL, current US$)"
DT.NFL.NEBR.CD,"EBRD, private nonguaranteed (NFL, current US$)"
DT.NFL.NIFC.CD,"IFC, private nonguaranteed (NFL, current US$)"
DT.NFL.OFFT.CB.CD,"CB, official creditors (NFL, current US$)"
DT.NFL.OFFT.CD,"PPG, official creditors (NFL, current US$)"
DT.NFL.OFFT.GG.CD,"GG, official creditors (NFL, current US$)"
DT.NFL.OFFT.OPS.CD,"OPS, official creditors (NFL, current US$)"
DT.NFL.OFFT.PRVG.CD,"PRVG, official creditors (NFL, current US$)"
DT.NFL.OFFT.PS.CD,"PS, official creditors (NFL, current US$)"
DT.NFL.PBND.CB.CD,"CB, bonds (NFL, current US$)"
DT.NFL.PBND.CD,"PPG, bonds (NFL, current US$)"
DT.NFL.PBND.GG.CD,"GG, bonds (NFL, current US$)"
DT.NFL.PBND.OPS.CD,"OPS, bonds (NFL, current US$)"
DT.NFL.PBND.PRVG.CD,"PRVG, bonds (NFL, current US$)"
DT.NFL.PBND.PS.CD,"PS, bonds (NFL, current US$)"
DT.NFL.PCBK.CB.CD,"CB, commercial banks (NFL, current US$)"
DT.NFL.PCBK.CD,"PPG, commercial banks (NFL, current US$)"
DT.NFL.PCBK.GG.CD,"GG, commercial banks (NFL, current US$)"
DT.NFL.PCBK.OPS.CD,"OPS, commercial banks (NFL, current US$)"
DT.NFL.PCBK.PRVG.CD,"PRVG, commercial banks (NFL, current US$)"
DT.NFL.PCBK.PS.CD,"PS, commercial banks (NFL, current US$)"
DT.NFL.PNGB.CD,"PNG, bonds (NFL, current US$)"
DT.NFL.PNGC.CD,"PNG, commercial banks and other creditors (NFL, current US$)"
DT.NFL.PROP.CB.CD,"CB, other private creditors (NFL, current US$)"
DT.NFL.PROP.CD,"PPG, other private creditors (NFL, current US$)"
DT.NFL.PROP.GG.CD,"GG, other private creditors (NFL, current US$)"
DT.NFL.PROP.OPS.CD,"OPS, other private creditors (NFL, current US$)"
DT.NFL.PROP.PRVG.CD,"PRVG, other private creditors (NFL, current US$)"
DT.NFL.PROP.PS.CD,"PS, other private creditors (NFL, current US$)"
DT.NFL.PRPG.CD,"Net flows on external debt, private guaranteed by public sector (PPG) (NFL, current US$)"
DT.NFL.PRVT.CB.CD,"CB, private creditors (NFL, current US$)"
DT.NFL.PRVT.CD,"PPG, private creditors (NFL, current US$)"
DT.NFL.PRVT.GG.CD,"GG, private creditors (NFL, current US$)"
DT.NFL.PRVT.OPS.CD,"OPS, private creditors (NFL, current US$)"
DT.NFL.PRVT.PRVG.CD,"PRVG, private creditors (NFL, current US$)"
DT.NFL.PRVT.PS.CD,"PS, private creditors (NFL, current US$)"
DT.NFL.RDBC.CD,"Net financial flows, RDB concessional (NFL, current US$)"
DT.NFL.RDBN.CD,"Net financial flows, RDB nonconcessional (NFL, current US$)"
DT.NTR.BLAT.CB.CD,"CB, bilateral (NTR, current US$)"
DT.NTR.BLAT.CD,"PPG, bilateral (NTR, current US$)"
DT.NTR.BLAT.GG.CD,"GG, bilateral (NTR, current US$)"
DT.NTR.BLAT.OPS.CD,"OPS, bilateral (NTR, current US$)"
DT.NTR.BLAT.PRVG.CD,"PRVG, bilateral (NTR, current US$)"
DT.NTR.BLAT.PS.CD,"PS, bilateral (NTR, current US$)"
DT.NTR.BLTC.CB.CD,"CB, bilateral concessional (NTR, current US$)"
DT.NTR.BLTC.CD,"PPG, bilateral concessional (NTR, current US$)"
DT.NTR.BLTC.GG.CD,"GG, bilateral concessional (NTR, current US$)"
DT.NTR.BLTC.OPS.CD,"OPS, bilateral concessional (NTR, current US$)"
DT.NTR.BLTC.PRVG.CD,"PRVG, bilateral concessional (NTR, current US$)"
DT.NTR.BLTC.PS.CD,"PS, bilateral concessional (NTR, current US$)"
DT.NTR.DECB.CD,"Net transfers on external debt, central bank (PPG) (NTR, current US$)"
DT.NTR.DECT.CD,"Net transfers on external debt, total (NTR, current US$)"
DT.NTR.DEGG.CD,"Net transfers on external debt, general government sector (PPG) (NTR, current US$)"
DT.NTR.DEPS.CD,"Net transfers on external debt, public sector (PPG) (NTR, current US$)"
DT.NTR.DLXF.CD,"Net transfers on external debt, long-term (NTR, current US$)"
DT.NTR.DOPS.CD,"Net transfers on external debt, other public sector (PPG) (NTR, current US$)"
DT.NTR.DPNG.CD,"Net transfers on external debt, private nonguaranteed (PNG) (NTR, current US$)"
DT.NTR.DPPG.CD,"Net transfers on external debt, public and publicly guaranteed (PPG) (NTR, current US$)"
DT.NTR.MIBR.CD,"PPG, IBRD (NTR, current US$)"
DT.NTR.MIDA.CD,"PPG, IDA (NTR, current US$)"
DT.NTR.MLAT.CB.CD,"CB, multilateral (NTR, current US$)"
DT.NTR.MLAT.CD,"PPG, multilateral (NTR, current US$)"
DT.NTR.MLAT.GG.CD,"GG, multilateral (NTR, current US$)"
DT.NTR.MLAT.OPS.CD,"OPS, multilateral (NTR, current US$)"
DT.NTR.MLAT.PRVG.CD,"PRVG, multilateral (NTR, current US$)"
DT.NTR.MLAT.PS.CD,"PS, multilateral (NTR, current US$)"
DT.NTR.MLTC.CB.CD,"CB, multilateral concessional (NTR, current US$)"
DT.NTR.MLTC.CD,"PPG, multilateral concessional (NTR, current US$)"
DT.NTR.MLTC.GG.CD,"GG, multilateral concessional (NTR, current US$)"
DT.NTR.MLTC.OPS.CD,"OPS, multilateral concessional (NTR, current US$)"
DT.NTR.MLTC.PRVG.CD,"PRVG, multilateral concessional (NTR, current US$)"
DT.NTR.MLTC.PS.CD,"PS, multilateral concessional (NTR, current US$)"
DT.NTR.OFFT.CB.CD,"CB, official creditors (NTR, current US$)"
DT.NTR.OFFT.CD,"PPG, official creditors (NTR, current US$)"
DT.NTR.OFFT.GG.CD,"GG, official creditors (NTR, current US$)"
DT.NTR.OFFT.OPS.CD,"OPS, official creditors (NTR, current US$)"
DT.NTR.OFFT.PRVG.CD,"PRVG, official creditors (NTR, current US$)"
DT.NTR.OFFT.PS.CD,"PS, official creditors (NTR, current US$)"
DT.NTR.PBND.CB.CD,"CB, bonds (NTR, current US$)"
DT.NTR.PBND.CD,"PPG, bonds (NTR, current US$)"
DT.NTR.PBND.GG.CD,"GG, bonds (NTR, current US$)"
DT.NTR.PBND.OPS.CD,"OPS, bonds (NTR, current US$)"
DT.NTR.PBND.PRVG.CD,"PRVG, bonds (NTR, current US$)"
DT.NTR.PBND.PS.CD,"PS, bonds (NTR, current US$)"
DT.NTR.PCBK.CB.CD,"CB, commercial banks (NTR, current US$)"
DT.NTR.PCBK.CD,"PPG, commercial banks (NTR, current US$)"
DT.NTR.PCBK.GG.CD,"GG, commercial banks (NTR, current US$)"
DT.NTR.PCBK.OPS.CD,"OPS, commercial banks (NTR, current US$)"
DT.NTR.PCBK.PRVG.CD,"PRVG, commercial banks (NTR, current US$)"
DT.NTR.PCBK.PS.CD,"PS, commercial banks (NTR, current US$)"
DT.NTR.PNGB.CD,"PNG, bonds (NTR, current US$)"
DT.NTR.PNGC.CD,"PNG, commercial banks and other creditors (NTR, current US$)"
DT.NTR.PROP.CB.CD,"CB, other private creditors (NTR, current US$)"
DT.NTR.PROP.CD,"PPG, other private creditors (NTR, current US$)"
DT.NTR.PROP.GG.CD,"GG, other private creditors (NTR, current US$)"
DT.NTR.PROP.OPS.CD,"OPS, other private creditors (NTR, current US$)"
DT.NTR.PROP.PRVG.CD,"PRVG, other private creditors (NTR, current US$)"
DT.NTR.PROP.PS.CD,"PS, other private creditors (NTR, current US$)"
DT.NTR.PRPG.CD,"Net transfers on external debt, private guaranteed by public sector (PPG) (NTR, current US$)"
DT.NTR.PRVT.CB.CD,"CB, private creditors (NTR, current US$)"
DT.NTR.PRVT.CD,"PPG, private creditors (NTR, current US$)"
DT.NTR.PRVT.GG.CD,"GG, private creditors (NTR, current US$)"
DT.NTR.PRVT.OPS.CD,"OPS, private creditors (NTR, current US$)"
DT.NTR.PRVT.PRVG.CD,"PRVG, private creditors (NTR, current US$)"
DT.NTR.PRVT.PS.CD,"PS, private creditors (NTR, current US$)"
DT.TDS.BLAT.CB.CD,"CB, bilateral (TDS, current US$)"
DT.TDS.BLAT.CD,"PPG, bilateral (TDS, current US$)"
DT.TDS.BLAT.GG.CD,"GG, bilateral (TDS, current US$)"
DT.TDS.BLAT.OPS.CD,"OPS, bilateral (TDS, current US$)"
DT.TDS.BLAT.PRVG.CD,"PRVG, bilateral (TDS, current US$)"
DT.TDS.BLAT.PS.CD,"PS, bilateral (TDS, current US$)"
DT.TDS.BLTC.CB.CD,"CB, bilateral concessional (TDS, current US$)"
DT.TDS.BLTC.CD,"PPG, bilateral concessional (TDS, current US$)"
DT.TDS.BLTC.GG.CD,"GG, bilateral concessional (TDS, current US$)"
DT.TDS.BLTC.OPS.CD,"OPS, bilateral concessional (TDS, current US$)"
DT.TDS.BLTC.PRVG.CD,"PRVG, bilateral concessional (TDS, current US$)"
DT.TDS.BLTC.PS.CD,"PS, bilateral concessional (TDS, current US$)"
DT.TDS.DECB.CD,"Debt service on external debt, central bank (PPG) (TDS, current US$)"
DT.TDS.DECT.CD,"Debt service on external debt, total (TDS, current US$)"
DT.TDS.DECT.EX.ZS,"Total debt service (% of exports of goods, services and primary income)"
DT.TDS.DEGG.CD,"Debt service on external debt, general government sector (PPG) (TDS, current US$)"
DT.TDS.DEPS.CD,"Debt service on external debt, public sector (PPG) (TDS, current US$)"
DT.TDS.DIMF.CD,"IMF repurchases and charges (TDS, current US$)"
DT.TDS.DLXF.CD,"Debt service on external debt, long-term (TDS, current US$)"
DT.TDS.DOPS.CD,"Debt service on external debt, other public sector (PPG) (TDS, current US$)"
DT.TDS.DPNG.CD,"Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)"
DT.TDS.DPPG.CD,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)"
DT.TDS.MIBR.CD,"PPG, IBRD (TDS, current US$)"
DT.TDS.MIDA.CD,"PPG, IDA (TDS, current US$)"
DT.TDS.MLAT.CB.CD,"CB, multilateral (TDS, current US$)"
DT.TDS.MLAT.CD,"Multilateral debt service (TDS, current US$)"
DT.TDS.MLAT.GG.CD,"GG, multilateral (TDS, current US$)"
DT.TDS.MLAT.OPS.CD,"OPS, multilateral (TDS, current US$)"
DT.TDS.MLAT.PRVG.CD,"PRVG, multilateral (TDS, current US$)"
DT.TDS.MLAT.PS.CD,"PS, multilateral (TDS, current US$)"
DT.TDS.MLTC.CB.CD,"CB, multilateral concessional (TDS, current US$)"
DT.TDS.MLTC.CD,"PPG, multilateral concessional (TDS, current US$)"
DT.TDS.MLTC.GG.CD,"GG, multilateral concessional (TDS, current US$)"
DT.TDS.MLTC.OPS.CD,"OPS, multilateral concessional (TDS, current US$)"
DT.TDS.MLTC.PRVG.CD,"PRVG, multilateral concessional (TDS, current US$)"
DT.TDS.MLTC.PS.CD,"PS, multilateral concessional (TDS, current US$)"
DT.TDS.OFFT.CB.CD,"CB, official creditors (TDS, current US$)"
DT.TDS.OFFT.CD,"PPG, official creditors (TDS, current US$)"
DT.TDS.OFFT.GG.CD,"GG, official creditors (TDS, current US$)"
DT.TDS.OFFT.OPS.CD,"OPS, official creditors (TDS, current US$)"
DT.TDS.OFFT.PRVG.CD,"PRVG, official creditors (TDS, current US$)"
DT.TDS.OFFT.PS.CD,"PS, official creditors (TDS, current US$)"
DT.TDS.PBND.CB.CD,"CB, bonds (TDS, current US$)"
DT.TDS.PBND.CD,"PPG, bonds (TDS, current US$)"
DT.TDS.PBND.GG.CD,"GG, bonds (TDS, current US$)"
DT.TDS.PBND.OPS.CD,"OPS, bonds (TDS, current US$)"
DT.TDS.PBND.PRVG.CD,"PRVG, bonds (TDS, current US$)"
DT.TDS.PBND.PS.CD,"PS, bonds (TDS, current US$)"
DT.TDS.PCBK.CB.CD,"CB, commercial banks (TDS, current US$)"
DT.TDS.PCBK.CD,"PPG, commercial banks (TDS, current US$)"
DT.TDS.PCBK.GG.CD,"GG, commercial banks (TDS, current US$)"
DT.TDS.PCBK.OPS.CD,"OPS, commercial banks (TDS, current US$)"
DT.TDS.PCBK.PRVG.CD,"PRVG, commercial banks (TDS, current US$)"
DT.TDS.PCBK.PS.CD,"PS, commercial banks (TDS, current US$)"
DT.TDS.PNGB.CD,"PNG, bonds (TDS, current US$)"
DT.TDS.PNGC.CD,"PNG, commercial banks and other creditors (TDS, current US$)"
DT.TDS.PROP.CB.CD,"CB, other private creditors (TDS, current US$)"
DT.TDS.PROP.CD,"PPG, other private creditors (TDS, current US$)"
DT.TDS.PROP.GG.CD,"GG, other private creditors (TDS, current US$)"
DT.TDS.PROP.OPS.CD,"OPS, other private creditors (TDS, current US$)"
DT.TDS.PROP.PRVG.CD,"PRVG, other private creditors (TDS, current US$)"
DT.TDS.PROP.PS.CD,"PS, other private creditors (TDS, current US$)"
DT.TDS.PRPG.CD,"Debt service on external debt, private guaranteed by public sector (PPG) (TDS, current US$)"
DT.TDS.PRVT.CB.CD,"CB, private creditors (TDS, current US$)"
DT.TDS.PRVT.CD,"PPG, private creditors (TDS, current US$)"
DT.TDS.PRVT.GG.CD,"GG, private creditors (TDS, current US$)"
DT.TDS.PRVT.OPS.CD,"OPS, private creditors (TDS, current US$)"
DT.TDS.PRVT.PRVG.CD,"PRVG, private creditors (TDS, current US$)"
DT.TDS.PRVT.PS.CD,"PS, private creditors (TDS, current US$)"
DT.TXR.DPPG.CD,Total amount of debt rescheduled (current US$)
DT.UND.DPPG.CD,"Undisbursed external debt, total (UND, current US$)"
DT.UND.OFFT.CD,"Undisbursed external debt, official creditors (UND, current US$)"
DT.UND.PRVT.CD,"Undisbursed external debt, private creditors (UND, current US$)"
FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)"
FI.RES.TOTL.DT.ZS,Total reserves (% of total external debt)
FI.RES.TOTL.MO,Total reserves in months of imports
NY.GNP.MKTP.CD,GNI (current US$)
